transaction_id,date,customer_id,product,region,customer_tier,sales_rep,quantity,list_price,volume_discount,payment_terms,rep_discretionary,freight_waiver,invoice_price,variable_cost
TXN0100995,2024-11-01,CUST1036,Battery,Northeast,Standard,Foster,165,20.94,0.0301,0.0079,0.0746,0.0273,18.01,10.63
TXN0100996,2024-01-10,CUST1004,Wiper Blade,Southeast,Silver,Evans,132,65.79,0.062,0.0269,0.0779,0.0385,52.28,33
TXN0100997,2024-09-11,CUST1131,Air Filter,West,Standard,Adams,153,55.14,0.0208,0.0185,0.0944,0.0368,45.74,22.88
TXN0100998,2024-11-24,CUST1110,Battery,Southeast,Gold,Foster,4,70.43,0.1097,0.0116,0.081,0.0348,53.73,34.1
TXN0100999,2024-09-16,CUST1109,Wiper Blade,West,Gold,Garcia,235,91.98,0.1185,0.0209,0.0507,0.0257,72.13,37.17
TXN0101000,2024-01-14,CUST1049,Oil Filter,Midwest,Gold,Evans,110,81.98,0.1198,0.0181,0.0695,0.0017,64.84,43.34
TXN0101001,2024-11-02,CUST1034,Oil Filter,Northeast,Silver,Chen,234,77.48,0.0656,0.0096,0.0881,0.0267,62.76,31.7
TXN0101002,2024-08-02,CUST1057,Air Filter,Southeast,Standard,Foster,115,16.18,0.0204,0.0157,0.0772,0.0219,13.99,8.33
TXN0101003,2024-08-10,CUST1123,Spark Plug,Southeast,Bronze,Foster,214,62.33,0.0655,0.0284,0.0702,0.0008,52.05,33.93
TXN0101004,2024-05-01,CUST1054,Oil Filter,Northeast,Silver,Adams,240,83.68,0.0579,0.0053,0.0704,0.0311,69.9,40.76
TXN0101005,2024-03-24,CUST1040,Oil Filter,Southeast,Standard,Chen,30,37.32,0.0146,0.0224,0.0562,0.0333,32.6,15.04
TXN0101006,2024-10-14,CUST1016,Wiper Blade,Northeast,Standard,Ivanov,160,9.63,0.0081,0.0097,0.0791,0.0123,8.58,4.58
TXN0101007,2024-10-09,CUST1083,Wiper Blade,Southeast,Standard,Chen,73,22.82,0.01,0.035,0.0146,0.0119,21.19,12.15
TXN0101008,2024-07-19,CUST1028,Wiper Blade,Midwest,Bronze,Evans,92,92.29,0.0617,0.0049,0.1286,0.0073,73.6,48.71
TXN0101009,2024-08-24,CUST1113,Wiper Blade,West,Gold,Garcia,57,63.21,0.0868,0.0357,0.067,0.0367,48.91,24.4
TXN0101010,2024-09-13,CUST1112,Air Filter,West,Gold,Garcia,59,86.15,0.1207,0.0385,0.0041,0.016,70.7,45.97
TXN0101011,2024-01-20,CUST1119,Oil Filter,Southwest,Silver,Evans,216,75.25,0.071,0.0165,0.0637,0.0393,60.91,34.67
TXN0101012,2024-09-05,CUST1132,Battery,Midwest,Gold,Hall,104,75.75,0.1144,0.0046,0.0894,0.0176,58.63,40.85
TXN0101013,2024-01-15,CUST1092,Battery,Southeast,Gold,Ivanov,60,47.08,0.0971,0.0169,0.0803,0.039,36.1,25.56
TXN0101014,2024-08-15,CUST1136,Wiper Blade,Southwest,Standard,Ivanov,45,12.77,0.0218,0.0313,0.0319,0.0012,11.67,5.25
TXN0101015,2024-07-22,CUST1046,Battery,Southwest,Bronze,Hall,247,49.37,0.0541,0.0166,0.0093,0.0229,44.29,24.38
TXN0101016,2024-11-01,CUST1000,Spark Plug,West,Gold,Davis,107,91.35,0.1156,0.0081,0.0986,0.0127,69.88,41.06
TXN0101017,2024-12-01,CUST1141,Brake Pad,West,Standard,Chen,228,35.92,0.0075,0.0364,0.0647,0.0185,31.35,18.83
TXN0101018,2024-10-19,CUST1001,Air Filter,Southwest,Bronze,Evans,185,79.18,0.0491,0.006,0.055,0.0089,69.76,38.09
TXN0101019,2024-04-08,CUST1048,Air Filter,Northeast,Gold,Davis,107,46.4,0.1206,0.0052,0.0383,0.0224,37.75,23.04
TXN0101020,2024-04-03,CUST1039,Brake Pad,Southeast,Standard,Adams,233,19.67,0.0358,0.0379,0.0001,0.0258,17.71,10.21
TXN0101021,2024-01-01,CUST1122,Oil Filter,West,Bronze,Garcia,188,42.54,0.061,0.0307,0.05,0.0071,36.21,21.89
TXN0101022,2024-09-21,CUST1043,Wiper Blade,Northeast,Gold,Ivanov,56,89.9,0.0988,0.0043,0.0482,0.0301,73.59,35
TXN0101023,2024-06-06,CUST1052,Spark Plug,Northeast,Gold,Foster,51,57.64,0.0823,0.004,0.0532,0.0335,47.67,29.55
TXN0101024,2024-11-04,CUST1028,Brake Pad,Southeast,Silver,Garcia,95,16.96,0.096,0.0152,0.0633,0.0061,13.9,6.84
TXN0101025,2024-04-01,CUST1110,Battery,West,Gold,Davis,67,42.17,0.0966,0.0207,0.0448,0.037,33.77,19.31
TXN0101026,2024-05-21,CUST1099,Oil Filter,West,Standard,Adams,113,14.26,0.0373,0.0298,0.0711,0.0092,12.16,6.77
TXN0101027,2024-10-01,CUST1037,Wiper Blade,West,Silver,Evans,1,35.05,0.0628,0.0326,0.0825,0.0115,28.41,17.35
TXN0101028,2024-02-16,CUST1044,Brake Pad,West,Gold,Ivanov,247,30.12,0.125,0.008,0.0941,0.0199,22.68,15.2
TXN0101029,2024-04-24,CUST1050,Air Filter,Southwest,Standard,Hall,2,77.04,0.0366,0.0021,0.0881,0.0015,67.16,30.81
TXN0101030,2024-07-20,CUST1009,Air Filter,Midwest,Silver,Foster,32,24.91,0.0947,0.0379,0.0979,0.0356,18.28,10.16
TXN0101031,2024-01-22,CUST1145,Oil Filter,Northeast,Standard,Evans,201,93.71,0.0275,0.0146,0.075,0.0057,82.2,50.92
TXN0101032,2024-04-15,CUST1018,Air Filter,Southwest,Bronze,Chen,222,48.46,0.0648,0.0247,0.0775,0.0142,39.68,26.27
TXN0101033,2024-03-27,CUST1041,Wiper Blade,Southeast,Gold,Davis,73,59.17,0.0862,0.0397,0.0009,0.0181,50.6,24.32
TXN0101034,2024-01-09,CUST1007,Wiper Blade,Northeast,Gold,Adams,18,55.41,0.1179,0.0344,0.0908,0.0085,41.47,22.44
TXN0101035,2024-09-06,CUST1098,Battery,Midwest,Bronze,Evans,86,61.38,0.0296,0.0084,0.1327,0.0073,50.45,32.48
TXN0101036,2024-10-08,CUST1053,Battery,Northeast,Silver,Ivanov,116,59.73,0.0504,0.0201,0.0808,0.0199,49.5,27.18
TXN0101037,2024-01-17,CUST1036,Oil Filter,Southeast,Standard,Hall,72,34.53,0.0469,0.0104,0.026,0.0308,30.59,18.33
TXN0101038,2024-04-12,CUST1140,Wiper Blade,Southwest,Bronze,Evans,187,56.61,0.0211,0.0058,0.0541,0.0323,50.2,29.99
TXN0101039,2024-11-15,CUST1085,Spark Plug,Southwest,Silver,Ivanov,107,9.19,0.0939,0.0363,0.026,0.0385,7.4,4.85
TXN0101040,2024-01-18,CUST1047,Oil Filter,Southwest,Silver,Hall,226,50.31,0.073,0.0374,0.0585,0.0392,39.84,25.35
TXN0101041,2024-03-16,CUST1047,Spark Plug,Southwest,Standard,Davis,74,67.22,0.0205,0.0234,0.001,0.0298,62.2,26.8
TXN0101042,2024-07-15,CUST1129,Battery,Southwest,Gold,Adams,21,83.82,0.0831,0.0262,0.0734,0.0067,67.94,34.74
TXN0101043,2024-08-18,CUST1078,Battery,West,Bronze,Garcia,148,24.08,0.0216,0.0328,0.0637,0.0309,20.49,9.58
TXN0101044,2024-05-22,CUST1145,Oil Filter,Southwest,Silver,Chen,73,17.53,0.0935,0.0149,0.0674,0.032,13.89,9.04
TXN0101045,2024-02-17,CUST1075,Oil Filter,West,Bronze,Evans,97,87.11,0.0239,0.0319,0.0487,0.0072,77.38,39.23
TXN0101046,2024-11-19,CUST1048,Wiper Blade,Southeast,Bronze,Hall,60,79.64,0.0447,0.0392,0.0454,0.0284,67.08,35.06
TXN0101047,2024-03-25,CUST1044,Battery,Northeast,Bronze,Hall,11,44.92,0.0387,0.0078,0.0087,0.0308,41.06,24.04
TXN0101048,2024-04-02,CUST1102,Wiper Blade,West,Standard,Adams,222,48.84,0.0465,0.0118,0.0516,0.0274,42.13,26.82
TXN0101049,2024-01-06,CUST1136,Brake Pad,Northeast,Bronze,Foster,167,81.92,0.0476,0.0188,0.1108,0.0179,65.94,40.59
TXN0101050,2024-03-18,CUST1062,Battery,Southwest,Standard,Foster,215,46.29,0.0494,0.0087,0.0913,0.0281,38.07,20.9
TXN0101051,2024-05-16,CUST1079,Spark Plug,Midwest,Bronze,Chen,161,92.15,0.0668,0.0226,0.0682,0.0212,75.67,38.44
TXN0101052,2024-06-21,CUST1075,Spark Plug,West,Bronze,Hall,37,34.81,0.0224,0.0007,0.0942,0.0143,30.23,16.99
TXN0101053,2024-07-10,CUST1087,Wiper Blade,Southeast,Silver,Ivanov,194,85.01,0.0535,0.0398,0.0397,0.0063,73.17,35.83
TXN0101054,2024-06-23,CUST1054,Wiper Blade,Southeast,Gold,Davis,44,28.51,0.0975,0.0054,0.0183,0.0008,25.03,11.93
TXN0101055,2024-07-12,CUST1042,Oil Filter,Southwest,Gold,Hall,246,61.33,0.0986,0.0357,0.0938,0.016,46.36,26.41
TXN0101056,2024-12-27,CUST1101,Spark Plug,Midwest,Bronze,Hall,13,72.91,0.0688,0.0035,0.0585,0.0173,62.11,29.66
TXN0101057,2024-07-21,CUST1055,Air Filter,Midwest,Standard,Adams,170,88.09,0.0193,0.0031,0.005,0.0316,82.89,40.31
TXN0101058,2024-06-14,CUST1004,Oil Filter,Northeast,Standard,Adams,146,48.88,0.0395,0.015,0.0758,0.0012,42.45,22.46
TXN0101059,2024-11-20,CUST1094,Air Filter,Midwest,Silver,Ivanov,110,20.74,0.0866,0.0239,0.0114,0.0172,17.86,10.34
TXN0101060,2024-10-12,CUST1140,Spark Plug,Midwest,Silver,Chen,206,52.11,0.0655,0.0164,0.0332,0.0382,44.12,26.91
TXN0101061,2024-01-18,CUST1063,Oil Filter,Midwest,Gold,Hall,162,27.93,0.1008,0.0016,0.0698,0.033,22.2,13.32
TXN0101062,2024-09-10,CUST1102,Oil Filter,Southwest,Standard,Chen,247,92.94,0.0156,0.0056,0.0367,0.0164,86.03,46.24
TXN0101063,2024-10-17,CUST1072,Wiper Blade,Northeast,Bronze,Foster,234,76.11,0.0327,0.0153,0.0818,0.0043,65.9,37.85
TXN0101064,2024-02-10,CUST1057,Brake Pad,Northeast,Bronze,Chen,153,25.49,0.061,0.0101,0.0616,0.0031,22.03,9.88
TXN0101065,2024-01-16,CUST1018,Spark Plug,Southwest,Silver,Chen,18,89.18,0.0901,0.0098,0.0327,0.0313,74.56,48.16
TXN0101066,2024-07-02,CUST1028,Wiper Blade,West,Bronze,Evans,238,47.77,0.06,0.0096,0.0993,0.0273,38.4,19.21
TXN0101067,2024-11-06,CUST1144,Battery,Southwest,Standard,Foster,2,45.21,0.0473,0.0252,0.0901,0.0016,37.79,19.54
TXN0101068,2024-02-14,CUST1132,Wiper Blade,Southeast,Standard,Foster,116,26.88,0.0205,0.0208,0.1105,0.0291,22.02,14.56
TXN0101069,2024-10-20,CUST1113,Battery,Southeast,Standard,Davis,17,15.26,0.004,0.0132,0.05,0.0294,13.79,5.83
TXN0101070,2024-07-16,CUST1004,Brake Pad,West,Standard,Adams,83,55.51,0.0088,0.0139,0.0653,0.032,48.85,23.91
TXN0101071,2024-12-06,CUST1066,Spark Plug,Southwest,Standard,Adams,2,68.6,0.0075,0.0149,0.058,0.0352,60.67,36.08
TXN0101072,2024-11-01,CUST1080,Wiper Blade,Southwest,Silver,Chen,77,59.01,0.0722,0.0214,0.0232,0.0176,51.08,25.36
TXN0101073,2024-08-26,CUST1040,Air Filter,West,Standard,Davis,54,13.27,0.0466,0.0277,0.0562,0.0026,11.5,5.71
TXN0101074,2024-03-16,CUST1038,Oil Filter,Midwest,Standard,Garcia,217,23.66,0.0189,0.0102,0.0874,0.0264,20.28,12.06
TXN0101075,2024-08-01,CUST1095,Battery,Northeast,Standard,Garcia,145,73.74,0.0301,0.0072,0.067,0.0014,65.95,31.92
TXN0101076,2024-03-09,CUST1088,Spark Plug,Southeast,Silver,Foster,96,37.91,0.0533,0.002,0.098,0.0372,30.69,19.68
TXN0101077,2024-11-17,CUST1096,Wiper Blade,Southwest,Standard,Hall,93,25.68,0.0498,0.0383,0.0338,0.018,22.09,13.62
TXN0101078,2024-10-12,CUST1140,Brake Pad,Southwest,Silver,Davis,224,49.4,0.0824,0.0224,0.0431,0.0351,40.36,21.87
TXN0101079,2024-01-19,CUST1001,Oil Filter,Southeast,Standard,Ivanov,130,65.75,0.0087,0.0343,0.0902,0.0129,56.14,27.38
TXN0101080,2024-06-19,CUST1091,Air Filter,Southeast,Gold,Davis,79,20.12,0.0994,0.0177,0.0782,0.0005,16.18,9.57
TXN0101081,2024-10-20,CUST1101,Wiper Blade,Northeast,Gold,Garcia,108,36.62,0.0981,0.0126,0.0064,0.011,31.93,19.86
TXN0101082,2024-04-15,CUST1106,Oil Filter,Southwest,Gold,Ivanov,77,12.76,0.115,0.0359,0.0433,0.0042,10.23,5.05
TXN0101083,2024-02-26,CUST1105,Battery,West,Bronze,Davis,73,83.99,0.0241,0.0219,0.0879,0.0138,71.58,42.02
TXN0101084,2024-01-26,CUST1089,Wiper Blade,Midwest,Bronze,Evans,138,11.88,0.0499,0.003,0.1245,0.0363,9.34,4.64
TXN0101085,2024-12-17,CUST1033,Wiper Blade,West,Bronze,Davis,52,78.91,0.0414,0.0006,0.0224,0.0033,73.57,34.93
TXN0101086,2024-08-02,CUST1132,Wiper Blade,Midwest,Standard,Adams,113,63.95,0.0137,0.0296,0.0914,0.0127,54.52,32.22
TXN0101087,2024-03-06,CUST1119,Oil Filter,West,Bronze,Foster,116,33.77,0.0669,0.0245,0.0656,0.0036,28.35,16.52
TXN0101088,2024-05-07,CUST1003,Spark Plug,Midwest,Gold,Garcia,37,52,0.0938,0.0127,0.0301,0.0071,44.53,23.57
TXN0101089,2024-10-02,CUST1077,Wiper Blade,Midwest,Bronze,Hall,171,8.11,0.0338,0.0259,0.0294,0.0025,7.37,3.49
TXN0101090,2024-10-26,CUST1047,Wiper Blade,Southwest,Gold,Evans,156,32.33,0.1188,0.0333,0.1109,0.0197,23.19,17.54
TXN0101091,2024-07-26,CUST1007,Oil Filter,Midwest,Bronze,Ivanov,198,51.71,0.0429,0.0178,0.0702,0.0241,43.69,23.04
TXN0101092,2024-07-27,CUST1127,Air Filter,Southwest,Silver,Chen,19,29.04,0.0521,0.0311,0.0957,0.0101,23.55,11.39
TXN0101093,2024-04-12,CUST1120,Battery,West,Standard,Foster,47,82.74,0.0019,0.0366,0.0623,0.0316,71.79,37.24
TXN0101094,2024-02-24,CUST1065,Spark Plug,Midwest,Standard,Garcia,133,36.53,0.0374,0.0174,0.0938,0.0201,30.37,17.42
TXN0101095,2024-05-19,CUST1015,Spark Plug,Northeast,Gold,Chen,158,25.44,0.0946,0.0108,0.0886,0.0391,19.51,12.87
TXN0101096,2024-11-04,CUST1066,Spark Plug,Southwest,Gold,Chen,227,44.5,0.0848,0.0364,0.0774,0.0058,35.4,23.83
TXN0101097,2024-01-11,CUST1073,Spark Plug,Midwest,Bronze,Adams,203,48.67,0.0605,0.0037,0.0188,0.0198,43.67,21.84
TXN0101098,2024-11-13,CUST1136,Brake Pad,Southwest,Bronze,Adams,221,21.15,0.0296,0.0301,0.085,0.038,17.29,8.24
TXN0101099,2024-10-07,CUST1140,Battery,Midwest,Gold,Hall,214,65.28,0.084,0.0213,0.0864,0,52.77,31.13
TXN0101100,2024-09-01,CUST1121,Battery,Northeast,Gold,Davis,142,92.86,0.098,0.0218,0.0609,0.0255,73.71,50.37
TXN0101101,2024-11-02,CUST1064,Battery,Northeast,Silver,Hall,246,61.76,0.063,0.0012,0.0485,0.0276,53.1,23.51
TXN0101102,2024-02-09,CUST1046,Brake Pad,Southeast,Silver,Ivanov,12,78.81,0.0879,0.0101,0.0333,0.0234,66.62,30.18
TXN0101103,2024-12-10,CUST1033,Spark Plug,Northeast,Standard,Davis,91,13.03,0.0064,0.0342,0.0794,0.007,11.38,5.05
TXN0101104,2024-06-02,CUST1081,Brake Pad,Midwest,Silver,Chen,122,72.69,0.0879,0.0228,0.0784,0.0306,56.72,29.42
TXN0101105,2024-09-03,CUST1067,Air Filter,Southwest,Silver,Adams,169,36.5,0.0727,0.0373,0.0278,0.0146,30.94,17.76
TXN0101106,2024-02-23,CUST1132,Air Filter,Northeast,Standard,Adams,199,64.85,0.0445,0.0113,0.0699,0.0031,56.5,28.11
TXN0101107,2024-12-23,CUST1109,Wiper Blade,Midwest,Silver,Adams,210,75.58,0.0533,0.0207,0.0398,0.0037,66.7,35.89
TXN0101108,2024-08-06,CUST1037,Oil Filter,Northeast,Silver,Davis,165,65.5,0.0819,0.0015,0.0504,0.0347,54.46,30.48
TXN0101109,2024-11-03,CUST1003,Air Filter,Northeast,Bronze,Ivanov,89,32.04,0.0334,0.009,0.0089,0.0286,29.48,12.9
TXN0101110,2024-09-17,CUST1039,Battery,Midwest,Standard,Garcia,49,36.02,0.0141,0.0371,0.0818,0.0378,29.87,15.52
TXN0101111,2024-07-25,CUST1070,Wiper Blade,Midwest,Silver,Hall,137,81.61,0.0921,0.0101,0.0576,0.0275,66.32,32.85
TXN0101112,2024-11-25,CUST1069,Air Filter,Southeast,Gold,Evans,119,56.43,0.1149,0.0294,0.1174,0.0106,41.06,22.96
TXN0101113,2024-09-02,CUST1082,Air Filter,Northeast,Gold,Ivanov,149,39.9,0.1201,0.0363,0.0917,0.0224,29.11,16.93
TXN0101114,2024-10-04,CUST1129,Wiper Blade,Southwest,Silver,Garcia,212,56.41,0.0902,0.0291,0.0939,0.0268,42.87,25.68
TXN0101115,2024-05-04,CUST1015,Spark Plug,West,Standard,Adams,108,92.18,0.0154,0.0014,0.022,0.0043,88.21,37.38
TXN0101116,2024-10-06,CUST1137,Oil Filter,Southeast,Bronze,Evans,35,88.06,0.0355,0.0232,0.0429,0.0247,76.94,45.35
TXN0101117,2024-12-23,CUST1000,Brake Pad,Northeast,Standard,Adams,106,13.79,0.0071,0.0364,0.0174,0.0363,12.45,6.26
TXN0101118,2024-08-25,CUST1002,Spark Plug,Midwest,Gold,Chen,75,34.31,0.1261,0.0349,0.0551,0.0292,25.89,15.53
TXN0101119,2024-05-08,CUST1075,Wiper Blade,Southeast,Silver,Chen,138,53.65,0.0525,0.0084,0.0211,0.0134,48.53,20.91
TXN0101120,2024-04-10,CUST1118,Brake Pad,Southwest,Standard,Hall,60,71.6,0.0292,0.01,0.0297,0.0233,65,34.68
TXN0101121,2024-05-09,CUST1082,Spark Plug,Midwest,Standard,Ivanov,166,19.67,0.0179,0.0222,0.0667,0.0373,16.84,7.58
TXN0101122,2024-12-02,CUST1085,Air Filter,Southeast,Silver,Evans,181,29.61,0.0798,0.039,0.0741,0.0307,22.99,15.14
TXN0101123,2024-07-24,CUST1036,Brake Pad,Southwest,Standard,Adams,40,55.47,0.0399,0.0247,0.0828,0.0005,47.27,30.22
TXN0101124,2024-11-21,CUST1146,Battery,Northeast,Gold,Adams,11,8.04,0.0831,0.027,0.0131,0.0397,6.73,4.26
TXN0101125,2024-03-27,CUST1117,Oil Filter,Southeast,Bronze,Chen,19,92.23,0.0393,0.0332,0.0929,0.018,75.32,37.58
TXN0101126,2024-08-19,CUST1087,Spark Plug,West,Gold,Hall,249,94.82,0.1246,0.0049,0.0686,0.008,75.28,51.93
TXN0101127,2024-03-15,CUST1033,Oil Filter,Southwest,Standard,Evans,219,85.29,0.0494,0.0122,0.1163,0.0197,68.44,42.97
TXN0101128,2024-11-21,CUST1127,Wiper Blade,Southeast,Gold,Adams,218,88.11,0.0918,0.0102,0.092,0.0232,68.97,37.18
TXN0101129,2024-12-06,CUST1009,Air Filter,West,Standard,Chen,104,49.2,0.0223,0.0217,0.0276,0.0095,45.21,22.68
TXN0101130,2024-07-18,CUST1053,Wiper Blade,Southwest,Bronze,Evans,82,10.41,0.0599,0.0218,0.1289,0.0019,8.2,5.32
TXN0101131,2024-07-06,CUST1067,Wiper Blade,Northeast,Bronze,Garcia,113,54.52,0.0511,0.0283,0.0946,0.0338,43.19,25.9
TXN0101132,2024-04-23,CUST1059,Battery,Southwest,Gold,Chen,51,24.96,0.1213,0.0347,0.0873,0.0078,18.69,10.45
TXN0101133,2024-02-08,CUST1047,Wiper Blade,Midwest,Silver,Garcia,90,67.3,0.05,0.0069,0.044,0.0106,59.8,30.14
TXN0101134,2024-09-18,CUST1000,Spark Plug,West,Silver,Chen,113,37.55,0.0758,0.0312,0.0027,0.0015,33.37,17.06
TXN0101135,2024-12-23,CUST1076,Spark Plug,Northeast,Standard,Hall,204,41.15,0.0437,0.0302,0.0229,0.0353,35.71,18.95
TXN0101136,2024-11-01,CUST1125,Oil Filter,Southeast,Bronze,Davis,61,52.37,0.0513,0.0232,0.0242,0.0016,47.12,27.31
TXN0101137,2024-02-01,CUST1105,Oil Filter,Midwest,Standard,Davis,116,49.31,0.0055,0.003,0.0328,0.0016,47.19,26.26
TXN0101138,2024-09-21,CUST1036,Oil Filter,Southwest,Bronze,Adams,85,65.16,0.0318,0.0025,0.0018,0.0355,60.49,25.29
TXN0101139,2024-11-14,CUST1101,Spark Plug,Southeast,Gold,Adams,223,69.69,0.0828,0.0226,0.0152,0.0133,60.36,29.99
TXN0101140,2024-12-23,CUST1076,Spark Plug,Midwest,Standard,Garcia,132,67.61,0.0423,0.0389,0.0217,0.0263,58.87,34.92
TXN0101141,2024-04-07,CUST1013,Oil Filter,Northeast,Bronze,Evans,219,48.38,0.0259,0.0002,0.0418,0.0095,44.64,18.78
TXN0101142,2024-02-27,CUST1048,Brake Pad,West,Standard,Garcia,219,40.88,0.0171,0.0017,0.0151,0.019,38.72,16.72
TXN0101143,2024-12-20,CUST1133,Air Filter,Southwest,Bronze,Chen,144,65.64,0.0395,0.0349,0.0536,0.0098,56.59,30.68
TXN0101144,2024-07-02,CUST1116,Oil Filter,West,Silver,Davis,69,37.05,0.0985,0.0274,0.0734,0.0391,28.22,15.51
TXN0101145,2024-07-01,CUST1005,Air Filter,Midwest,Standard,Hall,187,39.57,0.0205,0.0014,0.0917,0.0246,34.1,20.52
TXN0101146,2024-09-24,CUST1094,Battery,Southeast,Bronze,Foster,99,35.3,0.0292,0.0091,0.0462,0.0142,31.82,14.77
TXN0101147,2024-11-15,CUST1133,Wiper Blade,Northeast,Gold,Garcia,164,89.2,0.0818,0.0225,0.0828,0.0299,69.84,39.97
TXN0101148,2024-06-26,CUST1027,Air Filter,Northeast,Standard,Hall,84,66.5,0.0069,0.0398,0.028,0.0119,60.74,30.97
TXN0101149,2024-02-26,CUST1014,Oil Filter,Northeast,Bronze,Ivanov,172,81.67,0.0323,0.0295,0.0331,0.0126,72.89,33.18
TXN0101150,2024-06-17,CUST1148,Wiper Blade,Midwest,Silver,Ivanov,11,35.04,0.0596,0.0032,0.0288,0.0257,30.93,15.79
TXN0101151,2024-12-01,CUST1060,Air Filter,Southeast,Bronze,Ivanov,131,76.21,0.0348,0.0026,0.0188,0.0272,69.85,38.55
TXN0101152,2024-07-14,CUST1117,Battery,Northeast,Bronze,Hall,231,67.47,0.0364,0.0124,0.0566,0.0097,59.7,27.66
TXN0101153,2024-02-09,CUST1053,Brake Pad,Southwest,Standard,Adams,233,53.92,0.026,0.0277,0.0925,0.0009,45.99,26.99
TXN0101154,2024-01-11,CUST1013,Wiper Blade,Midwest,Silver,Ivanov,131,37.5,0.0589,0.014,0.0746,0.0249,31.04,19.23
TXN0101155,2024-04-11,CUST1055,Brake Pad,Midwest,Silver,Evans,32,42.25,0.0861,0.0104,0.0569,0.0178,35.02,22.37
TXN0101156,2024-01-20,CUST1043,Spark Plug,Northeast,Silver,Ivanov,48,60.94,0.0991,0.0257,0.0505,0.0206,49,24.29
TXN0101157,2024-11-09,CUST1006,Air Filter,Northeast,Bronze,Adams,238,13.72,0.0691,0.0201,0.0923,0.0394,10.69,6.52
TXN0101158,2024-03-10,CUST1040,Battery,West,Bronze,Garcia,67,34.38,0.0681,0.0132,0.0977,0.0211,27.5,14.64
TXN0101159,2024-12-03,CUST1047,Brake Pad,Northeast,Bronze,Evans,246,88.64,0.0243,0.0093,0.091,0.0038,77.26,36.57
TXN0101160,2024-06-03,CUST1088,Brake Pad,West,Standard,Garcia,37,75.26,0.021,0.0268,0.0463,0.0092,67.49,40.48
TXN0101161,2024-04-26,CUST1074,Air Filter,Southeast,Standard,Ivanov,228,14.04,0.0491,0.0083,0.0503,0.032,12.08,5.4
TXN0101162,2024-05-16,CUST1094,Spark Plug,Northeast,Silver,Ivanov,14,54.95,0.0666,0.0139,0.0301,0.005,48.6,26.33
TXN0101163,2024-11-09,CUST1096,Brake Pad,Northeast,Standard,Chen,102,23.85,0.0031,0.0243,0.0724,0.036,20.61,9.06
TXN0101164,2024-12-10,CUST1129,Oil Filter,Midwest,Silver,Garcia,247,40.58,0.088,0.0257,0.0903,0.0269,31.21,16.62
TXN0101165,2024-02-23,CUST1005,Wiper Blade,Northeast,Silver,Adams,225,91.85,0.0857,0.0393,0.0139,0.0305,76.29,46.02
TXN0101166,2024-08-11,CUST1139,Wiper Blade,Midwest,Standard,Davis,154,73.76,0.0182,0.0392,0.0784,0.0342,61.22,39.59
TXN0101167,2024-07-01,CUST1010,Air Filter,West,Gold,Adams,83,78.3,0.1063,0.037,0.0851,0.009,59.71,40.76
TXN0101168,2024-05-16,CUST1119,Brake Pad,Midwest,Gold,Foster,148,42.84,0.0844,0.0314,0.1341,0.0097,31.72,22.24
TXN0101169,2024-08-04,CUST1015,Brake Pad,Midwest,Gold,Adams,44,55.41,0.1296,0.0166,0.0147,0.0155,45.64,26.6
TXN0101170,2024-04-06,CUST1050,Oil Filter,Midwest,Standard,Chen,196,10.89,0.0108,0.0139,0.075,0.0314,9.46,5.83
TXN0101171,2024-05-14,CUST1051,Wiper Blade,Northeast,Bronze,Foster,62,39.96,0.0296,0.0299,0.0837,0.0119,33.76,19.57
TXN0101172,2024-07-22,CUST1055,Air Filter,Midwest,Standard,Chen,77,26.99,0.016,0.0304,0.0099,0.0396,24.4,10.94
TXN0101173,2024-07-08,CUST1086,Brake Pad,Southwest,Standard,Garcia,148,60.26,0.0402,0.0006,0.0633,0.0077,53.52,23.79
TXN0101174,2024-03-24,CUST1109,Wiper Blade,Midwest,Standard,Foster,210,32.68,0.0271,0.0264,0.0497,0.032,28.26,17.55
TXN0101175,2024-07-05,CUST1094,Air Filter,Southeast,Silver,Chen,214,27.42,0.0748,0.0079,0.0646,0.0386,22.32,12.15
TXN0101176,2024-07-14,CUST1149,Battery,West,Gold,Chen,168,20.44,0.1018,0.0369,0.033,0.009,16.75,8.83
TXN0101177,2024-09-12,CUST1135,Air Filter,Midwest,Bronze,Garcia,47,72.55,0.0483,0.0279,0.0724,0.0227,60.12,29.84
TXN0101178,2024-05-25,CUST1000,Brake Pad,Northeast,Bronze,Chen,68,18.69,0.055,0.0036,0.0099,0.0071,17.28,8.8
TXN0101179,2024-01-02,CUST1009,Oil Filter,Southwest,Silver,Davis,44,11.41,0.0625,0.0317,0.0697,0.0305,9.19,5.78
TXN0101180,2024-11-05,CUST1045,Battery,Southeast,Gold,Ivanov,194,17.02,0.097,0.0348,0.0762,0.0077,13.35,6.64
TXN0101181,2024-06-12,CUST1145,Spark Plug,Northeast,Gold,Ivanov,167,81.01,0.0847,0.0195,0.0178,0.0256,69.05,42.17
TXN0101182,2024-06-05,CUST1007,Spark Plug,West,Silver,Hall,196,32.9,0.0609,0.0276,0.0179,0.0365,28.2,12.75
TXN0101183,2024-01-14,CUST1024,Air Filter,Midwest,Gold,Adams,246,53.46,0.1082,0.0239,0.0809,0.0295,40.5,27.77
TXN0101184,2024-06-21,CUST1035,Spark Plug,Northeast,Silver,Ivanov,230,47.44,0.0898,0.0276,0.0151,0.0188,40.26,24.35
